==24446== NVPROF is profiling process 24446, command: python manual_torch.py gpu 32
/home/oguzziya/miniconda3/envs/phiflow-py36/lib/python3.6/site-packages/phi/viz/display.py:80: UserWarning: GUI is disabled because of missing dependencies: No module named 'dash_core_components'. To install all dependencies, run $ pip install phiflow[gui]
  warnings.warn('GUI is disabled because of missing dependencies: %s. To install all dependencies, run $ pip install phiflow[gui]' % import_error)
==24446== Profiling application: python manual_torch.py gpu 32
==24446== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
3.21760s  7.9680us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6439]
3.21764s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6451]
3.21779s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.21781s  89.888us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6497]
3.21892s  7.8080us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [6534]
3.21938s  7.8400us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6545]
3.21941s     896ns              (4 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6557]
3.21956s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.21958s  88.224us           (1024 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6603]
3.22034s  4.5120us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::patch_inflow2d$244(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [6628]
3.22080s  7.4560us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6639]
3.22084s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6651]
3.22098s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.22100s  92.543us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6697]
3.22169s  7.8720us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6716]
3.22173s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6728]
3.22187s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.22189s  92.736us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6774]
3.22297s  7.5520us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [6811]
3.22343s  7.6800us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6822]
3.22347s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6834]
3.22361s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.22363s  92.352us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6880]
3.22464s  7.7440us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6911]
3.22467s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [6923]
3.22481s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.22483s  93.343us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [6969]
3.22553s  7.8400us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [6988]
3.22556s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7000]
3.22570s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.22572s  92.256us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7046]
3.22680s  7.5200us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [7083]
3.22726s  7.6800us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [7094]
3.22729s     896ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7106]
3.22743s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.22745s  91.744us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7152]
3.22823s  4.7360us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::buoyancy2d$245(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, double, __int64) [7177]
3.22869s  7.8070us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [7188]
3.22872s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7200]
3.22886s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.22888s  88.576us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7246]
3.22958s  8.0960us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [7265]
3.22961s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7277]
3.22975s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.22977s  88.736us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7323]
3.23085s  7.8400us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [7360]
3.23131s  7.9040us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [7371]
3.23134s     896ns              (4 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7383]
3.23149s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.23151s  88.032us           (1024 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7429]
3.23229s  4.4800us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::patch_inflow2d$244(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [7454]
3.23275s  7.6800us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [7465]
3.23279s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7477]
3.23293s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.23295s  92.608us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7523]
3.23365s  7.8080us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [7542]
3.23368s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7554]
3.23382s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.23384s  92.064us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7600]
3.23492s  7.4560us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [7637]
3.23538s  7.5520us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [7648]
3.23541s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7660]
3.23555s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.23557s  92.416us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7706]
3.23658s  7.7440us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [7737]
3.23662s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7749]
3.23676s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.23678s  92.223us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7795]
3.23749s  7.9040us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [7814]
3.23753s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7826]
3.23767s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.23769s  91.808us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7872]
3.23877s  7.4880us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [7909]
3.23923s  7.5520us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [7920]
3.23926s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [7932]
3.23940s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.23942s  91.328us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [7978]
3.24020s  4.7680us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::buoyancy2d$245(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, double, __int64) [8003]
3.24066s  7.6800us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [8014]
3.24069s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [8026]
3.24084s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.24085s  88.640us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [8072]
3.24155s  8.0960us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [8091]
3.24158s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [8103]
3.24172s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.24174s  88.672us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [8149]
3.24282s  7.8080us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [8186]
3.24328s  7.7120us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [8197]
3.24331s     896ns              (4 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [8209]
3.24345s     800ns                    -               -         -         -         -        8B  9.5367MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.24347s  85.920us           (1024 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [8255]
3.24423s  4.4160us              (1 1 1)       (32 32 1)        17        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::patch_inflow2d$244(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [8280]
3.24469s  7.6480us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [8291]
3.24473s     960ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [8303]
3.24487s     832ns                    -               -         -         -         -        8B  9.1699MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.24489s  91.680us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [8349]
3.24559s  7.7440us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [8368]
3.24562s     928ns              (5 1 1)        (64 1 1)         8        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::FillFunctor<float>, at::detail::Array<char*, int=1>>(int, float, at::native::FillFunctor<float>) [8380]
3.24576s     992ns                    -               -         -         -         -        8B  7.6909MB/s    Pageable      Device  GeForce GTX 960         1         7  [CUDA memcpy HtoD]
3.24578s  91.808us           (1056 1 1)         (1 1 1)        40        0B        0B         -           -           -           -  GeForce GTX 960         1         7  void torch_cuda::ResampleCudaKernel<float>(unsigned int, int, unsigned int const *, unsigned int, unsigned int, unsigned int, unsigned int, float const *, float const , unsigned int const **, Boundary const *, float const *) [8426]
3.24686s  7.4880us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::semi_lagrangian_update2d$243(Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, Array<float, int=4, C, mutable, aligned>, double, __int64) [8463]
3.24732s  7.5520us              (1 1 1)       (32 32 1)        22        0B        0B         -           -           -           -  GeForce GTX 960         1         7  cudapy::utils_gpu::global_to_local2d$242(Array<float, int=4, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, Array<float, int=1, C, mutable, aligned>, __int64, Array<float, int=1, C, mutable, aligned>) [8474]
